#x/H z/H N ux_rms/Uc uz_rms/Uc uy_rms/Uc
6.02E+00 1.31E+00 713 8.86E-02 6.94E-02 7.23E-02
6.02E+00 1.33E+00 759 9.73E-02 7.18E-02 7.63E-02
6.02E+00 1.36E+00 770 8.92E-02 6.48E-02 6.80E-02
6.02E+00 1.38E+00 808 8.19E-02 6.09E-02 6.69E-02
6.02E+00 1.41E+00 896 8.23E-02 6.07E-02 5.66E-02
6.02E+00 1.43E+00 870 7.33E-02 5.42E-02 5.63E-02
6.02E+00 1.46E+00 893 7.37E-02 6.11E-02 5.64E-02
6.02E+00 1.48E+00 884 6.87E-02 5.57E-02 5.48E-02
6.02E+00 1.50E+00 921 6.64E-02 5.39E-02 5.12E-02
6.02E+00 1.53E+00 861 6.19E-02 4.99E-02 4.95E-02
6.02E+00 1.55E+00 900 6.52E-02 4.92E-02 4.82E-02
6.02E+00 1.58E+00 977 5.82E-02 4.66E-02 4.36E-02
6.02E+00 1.60E+00 934 5.52E-02 4.66E-02 4.42E-02
6.02E+00 1.63E+00 974 5.45E-02 4.60E-02 4.25E-02
6.02E+00 1.65E+00 929 5.37E-02 4.55E-02 4.02E-02
6.02E+00 1.67E+00 939 5.13E-02 4.49E-02 3.93E-02
6.02E+00 1.70E+00 1041 4.98E-02 4.22E-02 3.90E-02
6.02E+00 1.72E+00 1003 4.70E-02 4.45E-02 3.89E-02
6.02E+00 1.75E+00 976 4.72E-02 4.26E-02 3.78E-02
6.02E+00 1.77E+00 988 4.69E-02 4.19E-02 3.73E-02
6.02E+00 1.80E+00 963 4.68E-02 4.15E-02 3.70E-02
6.02E+00 1.82E+00 945 4.79E-02 3.85E-02 3.54E-02
6.02E+00 1.85E+00 967 4.70E-02 4.06E-02 3.84E-02
6.02E+00 1.87E+00 944 4.69E-02 4.12E-02 3.70E-02
6.02E+00 1.89E+00 941 4.97E-02 3.87E-02 3.81E-02
6.02E+00 1.92E+00 919 5.05E-02 4.22E-02 3.78E-02
6.02E+00 1.94E+00 890 5.20E-02 3.82E-02 3.72E-02
6.02E+00 1.97E+00 948 5.25E-02 3.93E-02 3.73E-02
6.02E+00 1.99E+00 870 5.04E-02 3.82E-02 3.87E-02
6.02E+00 2.02E+00 967 5.17E-02 4.00E-02 3.99E-02
6.02E+00 2.04E+00 820 5.52E-02 3.84E-02 4.11E-02
6.02E+00 2.07E+00 890 5.68E-02 4.26E-02 4.05E-02
6.02E+00 2.09E+00 812 5.43E-02 4.17E-02 4.42E-02
6.02E+00 2.12E+00 786 5.70E-02 4.15E-02 4.43E-02
6.02E+00 2.14E+00 732 6.25E-02 4.12E-02 4.40E-02
6.02E+00 2.16E+00 703 6.23E-02 4.21E-02 4.53E-02
6.02E+00 2.19E+00 664 6.14E-02 4.16E-02 4.33E-02
6.02E+00 2.21E+00 649 6.47E-02 4.47E-02 4.90E-02
6.02E+00 2.24E+00 611 6.71E-02 4.49E-02 4.50E-02
6.02E+00 2.26E+00 634 6.63E-02 4.57E-02 4.95E-02
6.02E+00 2.29E+00 584 6.84E-02 4.70E-02 5.00E-02
6.02E+00 2.31E+00 541 7.25E-02 4.66E-02 5.18E-02
6.02E+00 2.33E+00 534 7.15E-02 4.71E-02 5.18E-02
6.02E+00 2.36E+00 555 6.99E-02 4.30E-02 5.07E-02
6.02E+00 2.38E+00 536 7.09E-02 4.65E-02 5.17E-02
6.02E+00 2.41E+00 492 7.28E-02 4.85E-02 5.72E-02
6.02E+00 2.43E+00 478 8.01E-02 4.60E-02 5.84E-02
6.02E+00 2.46E+00 527 7.68E-02 4.68E-02 5.51E-02
6.02E+00 2.48E+00 507 7.83E-02 4.91E-02 6.16E-02
6.02E+00 2.51E+00 499 8.17E-02 5.22E-02 6.01E-02
6.02E+00 2.53E+00 538 7.98E-02 4.75E-02 5.94E-02
6.02E+00 2.56E+00 517 8.67E-02 5.22E-02 6.64E-02
6.02E+00 2.58E+00 535 9.48E-02 5.09E-02 6.27E-02
6.02E+00 2.60E+00 539 8.56E-02 5.33E-02 6.56E-02
6.02E+00 2.63E+00 546 9.03E-02 5.09E-02 6.44E-02
6.02E+00 2.65E+00 533 9.94E-02 5.48E-02 6.77E-02
6.02E+00 2.68E+00 539 9.90E-02 5.55E-02 7.28E-02
6.02E+00 2.70E+00 571 1.02E-01 5.34E-02 6.73E-02
6.02E+00 2.73E+00 566 9.85E-02 5.90E-02 7.01E-02
6.02E+00 2.75E+00 619 1.04E-01 5.21E-02 6.80E-02
6.02E+00 2.77E+00 569 1.02E-01 5.45E-02 7.25E-02
6.02E+00 2.80E+00 638 1.16E-01 5.52E-02 7.28E-02
6.02E+00 2.82E+00 632 1.17E-01 5.44E-02 7.43E-02
6.02E+00 2.85E+00 620 1.16E-01 5.04E-02 7.56E-02
6.02E+00 2.87E+00 622 1.23E-01 4.99E-02 7.71E-02
6.02E+00 2.90E+00 620 1.34E-01 3.99E-02 7.55E-02
6.02E+00 2.92E+00 598 1.35E-01 3.04E-02 6.29E-02
6.02E+00 2.95E+00 648 1.18E-01 2.19E-02 5.16E-02
6.02E+00 2.96E+00 233 7.49E-02 1.06E-02 3.95E-02


#x/H z/H N ux_rms/Uc uz_rms/Uc uy_rms/Uc
7.00E+00 2.14E-02 44 2.16E-02 1.27E-02 3.74E-02
7.00E+00 3.72E-02 316 6.38E-02 2.09E-02 7.60E-02
7.00E+00 6.05E-02 302 9.09E-02 3.83E-02 1.01E-01
7.00E+00 8.63E-02 297 9.56E-02 5.53E-02 1.01E-01
7.00E+00 1.10E-01 345 1.03E-01 7.05E-02 1.03E-01
7.00E+00 1.35E-01 347 9.80E-02 7.24E-02 1.06E-01
7.00E+00 1.59E-01 372 1.08E-01 8.53E-02 1.11E-01
7.00E+00 1.83E-01 378 1.12E-01 9.11E-02 1.02E-01
7.00E+00 2.08E-01 409 9.36E-02 8.95E-02 1.09E-01
7.00E+00 2.32E-01 422 1.10E-01 8.87E-02 9.65E-02
7.00E+00 2.57E-01 442 1.13E-01 9.66E-02 1.09E-01
7.00E+00 2.82E-01 428 1.21E-01 9.80E-02 1.18E-01
7.00E+00 3.06E-01 431 1.18E-01 1.04E-01 1.12E-01
7.00E+00 3.30E-01 400 1.31E-01 1.06E-01 1.19E-01
7.00E+00 3.55E-01 417 1.28E-01 1.05E-01 1.17E-01
7.00E+00 3.79E-01 432 1.23E-01 1.12E-01 1.17E-01
7.00E+00 4.03E-01 433 1.44E-01 1.09E-01 1.19E-01
7.00E+00 4.28E-01 496 1.44E-01 1.16E-01 1.24E-01
7.00E+00 4.52E-01 463 1.33E-01 1.13E-01 1.19E-01
7.00E+00 4.76E-01 452 1.37E-01 1.11E-01 1.24E-01
7.00E+00 5.01E-01 432 1.48E-01 1.14E-01 1.23E-01
7.00E+00 5.26E-01 459 1.45E-01 1.08E-01 1.29E-01
7.00E+00 5.50E-01 474 1.51E-01 1.14E-01 1.27E-01
7.00E+00 5.75E-01 491 1.52E-01 1.16E-01 1.32E-01
7.00E+00 5.99E-01 454 1.50E-01 1.21E-01 1.32E-01
7.00E+00 6.23E-01 484 1.54E-01 1.20E-01 1.32E-01
7.00E+00 6.48E-01 504 1.62E-01 1.18E-01 1.36E-01
7.00E+00 6.72E-01 437 1.62E-01 1.25E-01 1.28E-01
7.00E+00 6.97E-01 523 1.65E-01 1.20E-01 1.30E-01
7.00E+00 7.21E-01 483 1.59E-01 1.22E-01 1.32E-01
7.00E+00 7.46E-01 492 1.61E-01 1.22E-01 1.37E-01
7.00E+00 7.70E-01 582 1.60E-01 1.15E-01 1.30E-01
7.00E+00 7.95E-01 500 1.49E-01 1.14E-01 1.42E-01
7.00E+00 8.19E-01 574 1.57E-01 1.15E-01 1.39E-01
7.00E+00 8.43E-01 572 1.58E-01 1.17E-01 1.36E-01
7.00E+00 8.68E-01 575 1.58E-01 1.20E-01 1.29E-01
7.00E+00 8.93E-01 607 1.65E-01 1.08E-01 1.33E-01
7.00E+00 9.17E-01 634 1.67E-01 1.11E-01 1.28E-01
7.00E+00 9.41E-01 611 1.53E-01 1.08E-01 1.15E-01
7.00E+00 9.66E-01 606 1.48E-01 1.06E-01 1.20E-01
7.00E+00 9.90E-01 604 1.41E-01 1.04E-01 1.12E-01
7.00E+00 1.01E+00 695 1.45E-01 9.95E-02 1.16E-01
7.00E+00 1.04E+00 685 1.40E-01 9.91E-02 1.18E-01
7.00E+00 1.06E+00 715 1.43E-01 9.81E-02 1.12E-01
7.00E+00 1.09E+00 758 1.42E-01 9.61E-02 1.06E-01
7.00E+00 1.11E+00 761 1.38E-01 9.95E-02 1.03E-01
7.00E+00 1.14E+00 819 1.28E-01 8.28E-02 1.04E-01
7.00E+00 1.16E+00 856 1.34E-01 8.91E-02 9.79E-02
7.00E+00 1.19E+00 857 1.30E-01 8.99E-02 8.59E-02
7.00E+00 1.21E+00 818 1.17E-01 8.57E-02 9.00E-02
7.00E+00 1.23E+00 819 1.13E-01 8.50E-02 8.76E-02
7.00E+00 1.26E+00 927 1.15E-01 7.63E-02 8.16E-02
7.00E+00 1.28E+00 942 9.83E-02 7.78E-02 7.84E-02
7.00E+00 1.31E+00 936 1.01E-01 7.25E-02 7.56E-02
7.00E+00 1.33E+00 925 9.92E-02 7.49E-02 7.94E-02
7.00E+00 1.36E+00 1064 8.49E-02 6.62E-02 6.37E-02
7.00E+00 1.38E+00 977 7.99E-02 6.01E-02 6.11E-02
7.00E+00 1.41E+00 1055 8.49E-02 6.72E-02 6.16E-02
7.00E+00 1.43E+00 1074 7.39E-02 5.95E-02 6.15E-02
7.00E+00 1.45E+00 1018 7.24E-02 5.62E-02 5.70E-02
7.00E+00 1.48E+00 1048 6.96E-02 5.90E-02 5.42E-02
7.00E+00 1.50E+00 1155 6.34E-02 5.26E-02 4.92E-02
7.00E+00 1.53E+00 1126 6.10E-02 5.12E-02 4.92E-02
7.00E+00 1.55E+00 1146 5.89E-02 4.83E-02 4.78E-02
7.00E+00 1.58E+00 1142 5.53E-02 5.32E-02 4.70E-02
7.00E+00 1.60E+00 1189 5.44E-02 5.01E-02 4.51E-02
7.00E+00 1.63E+00 1148 5.52E-02 4.82E-02 4.28E-02
7.00E+00 1.65E+00 1176 5.11E-02 4.51E-02 4.27E-02
7.00E+00 1.67E+00 1231 5.02E-02 4.55E-02 4.01E-02
7.00E+00 1.70E+00 1226 4.90E-02 4.45E-02 3.93E-02
7.00E+00 1.72E+00 1161 4.61E-02 4.51E-02 3.80E-02
7.00E+00 1.75E+00 1227 4.48E-02 4.21E-02 3.78E-02
7.00E+00 1.77E+00 1238 4.76E-02 4.20E-02 3.75E-02
7.00E+00 1.80E+00 1224 4.62E-02 4.16E-02 3.64E-02
7.00E+00 1.82E+00 1224 4.80E-02 4.27E-02 3.73E-02
7.00E+00 1.85E+00 1240 4.65E-02 4.05E-02 3.67E-02
7.00E+00 1.87E+00 1252 4.78E-02 3.93E-02 4.04E-02
7.00E+00 1.90E+00 1194 4.97E-02 4.02E-02 3.62E-02
7.00E+00 1.92E+00 1169 5.00E-02 4.35E-02 3.70E-02
7.00E+00 1.94E+00 1215 5.35E-02 4.02E-02 4.01E-02
7.00E+00 1.97E+00 1177 5.40E-02 3.91E-02 3.77E-02
7.00E+00 1.99E+00 1266 5.47E-02 4.29E-02 4.07E-02
7.00E+00 2.02E+00 1253 5.58E-02 4.04E-02 4.16E-02
7.00E+00 2.04E+00 1167 5.69E-02 3.84E-02 4.12E-02
7.00E+00 2.07E+00 1177 5.90E-02 3.96E-02 4.32E-02
7.00E+00 2.09E+00 1139 6.08E-02 4.10E-02 4.35E-02
7.00E+00 2.12E+00 1161 6.13E-02 4.15E-02 4.34E-02
7.00E+00 2.14E+00 1079 6.43E-02 4.27E-02 4.81E-02
7.00E+00 2.16E+00 1127 6.38E-02 4.58E-02 4.64E-02
7.00E+00 2.19E+00 1219 6.59E-02 4.40E-02 4.73E-02
7.00E+00 2.21E+00 1120 6.68E-02 4.43E-02 4.73E-02
7.00E+00 2.24E+00 1150 7.03E-02 4.51E-02 5.01E-02
7.00E+00 2.26E+00 1129 6.90E-02 4.42E-02 5.04E-02
7.00E+00 2.29E+00 1125 6.88E-02 4.50E-02 5.09E-02
7.00E+00 2.31E+00 1073 7.17E-02 4.40E-02 5.04E-02
7.00E+00 2.33E+00 1071 7.19E-02 4.68E-02 5.24E-02
7.00E+00 2.36E+00 1089 7.40E-02 4.45E-02 5.36E-02
7.00E+00 2.38E+00 957 7.44E-02 4.90E-02 5.50E-02
7.00E+00 2.41E+00 977 7.91E-02 4.67E-02 5.90E-02
7.00E+00 2.43E+00 954 7.85E-02 4.81E-02 5.79E-02
7.00E+00 2.46E+00 919 8.06E-02 4.90E-02 5.82E-02
7.00E+00 2.48E+00 989 8.16E-02 5.21E-02 6.10E-02
7.00E+00 2.51E+00 905 8.44E-02 5.10E-02 6.25E-02
7.00E+00 2.53E+00 818 8.73E-02 5.30E-02 6.50E-02
7.00E+00 2.56E+00 836 8.67E-02 5.20E-02 6.46E-02
7.00E+00 2.58E+00 797 8.58E-02 5.48E-02 6.18E-02
7.00E+00 2.60E+00 777 9.44E-02 5.15E-02 6.66E-02
7.00E+00 2.63E+00 803 9.61E-02 5.82E-02 6.73E-02
7.00E+00 2.65E+00 747 9.87E-02 5.52E-02 6.96E-02
7.00E+00 2.68E+00 741 1.01E-01 5.67E-02 7.24E-02
7.00E+00 2.70E+00 699 9.39E-02 5.69E-02 6.74E-02
7.00E+00 2.73E+00 650 9.88E-02 5.40E-02 7.13E-02
7.00E+00 2.75E+00 623 1.07E-01 5.76E-02 7.28E-02
7.00E+00 2.77E+00 561 1.05E-01 5.63E-02 7.00E-02
7.00E+00 2.80E+00 570 1.03E-01 5.96E-02 7.83E-02
7.00E+00 2.82E+00 587 1.14E-01 5.46E-02 7.32E-02
7.00E+00 2.85E+00 602 1.14E-01 5.53E-02 7.66E-02
7.00E+00 2.87E+00 603 1.19E-01 4.95E-02 6.90E-02
7.00E+00 2.90E+00 570 1.19E-01 4.26E-02 7.12E-02
7.00E+00 2.92E+00 548 1.25E-01 3.22E-02 6.72E-02
7.00E+00 2.95E+00 549 1.15E-01 2.12E-02 5.50E-02
7.00E+00 2.96E+00 219 0.00E+00 1.01E-02 3.71E-02


#x/H z/H N ux_rms/Uc uz_rms/Uc uy_rms/Uc
8.02E+00 2.12E-02 36 1.80E-02 1.25E-02 3.78E-02
8.02E+00 3.78E-02 245 7.31E-02 2.21E-02 6.83E-02
8.02E+00 5.96E-02 274 8.85E-02 3.40E-02 9.51E-02
8.02E+00 8.55E-02 263 9.35E-02 5.05E-02 9.83E-02
8.02E+00 1.10E-01 268 1.03E-01 6.28E-02 9.57E-02
8.02E+00 1.34E-01 284 1.04E-01 7.99E-02 1.00E-01
8.02E+00 1.59E-01 267 1.03E-01 7.88E-02 1.08E-01
8.02E+00 1.84E-01 279 1.11E-01 7.91E-02 1.14E-01
8.02E+00 2.08E-01 297 1.11E-01 9.00E-02 1.01E-01
8.02E+00 2.32E-01 261 1.11E-01 8.86E-02 9.68E-02
8.02E+00 2.58E-01 263 1.09E-01 1.01E-01 1.07E-01
8.02E+00 2.81E-01 319 1.12E-01 9.37E-02 1.08E-01
8.02E+00 3.05E-01 279 1.24E-01 9.90E-02 1.02E-01
8.02E+00 3.30E-01 302 1.29E-01 1.04E-01 1.15E-01
8.02E+00 3.54E-01 287 1.37E-01 1.09E-01 1.18E-01
8.02E+00 3.79E-01 275 1.28E-01 1.14E-01 1.12E-01
8.02E+00 4.04E-01 292 1.36E-01 1.11E-01 1.19E-01
8.02E+00 4.28E-01 282 1.35E-01 1.03E-01 1.12E-01
8.02E+00 4.52E-01 294 1.32E-01 1.14E-01 1.17E-01
8.02E+00 4.76E-01 276 1.31E-01 1.10E-01 1.26E-01
8.02E+00 5.01E-01 288 1.33E-01 1.07E-01 1.17E-01
8.02E+00 5.25E-01 282 1.40E-01 1.08E-01 1.13E-01
8.02E+00 5.50E-01 273 1.50E-01 1.22E-01 1.17E-01
8.02E+00 5.74E-01 295 1.40E-01 1.14E-01 1.28E-01
8.02E+00 5.99E-01 269 1.37E-01 1.13E-01 1.30E-01
8.02E+00 6.23E-01 294 1.47E-01 1.18E-01 1.23E-01
8.02E+00 6.48E-01 291 1.52E-01 1.11E-01 1.27E-01
8.02E+00 6.72E-01 270 1.51E-01 1.13E-01 1.16E-01
8.02E+00 6.98E-01 292 1.31E-01 1.10E-01 1.32E-01
8.02E+00 7.21E-01 305 1.63E-01 1.20E-01 1.20E-01
8.02E+00 7.45E-01 324 1.63E-01 1.14E-01 1.20E-01
8.02E+00 7.69E-01 269 1.64E-01 1.17E-01 1.28E-01
8.02E+00 7.95E-01 331 1.52E-01 1.10E-01 1.21E-01
8.02E+00 8.20E-01 342 1.55E-01 1.10E-01 1.29E-01
8.02E+00 8.43E-01 318 1.43E-01 1.08E-01 1.27E-01
8.02E+00 8.68E-01 284 1.52E-01 1.12E-01 1.23E-01
8.02E+00 8.93E-01 287 1.43E-01 1.07E-01 1.22E-01
8.02E+00 9.18E-01 338 1.50E-01 1.08E-01 1.22E-01
8.02E+00 9.41E-01 350 1.55E-01 1.12E-01 1.11E-01
8.02E+00 9.65E-01 330 1.50E-01 1.10E-01 1.08E-01
8.02E+00 9.90E-01 326 1.39E-01 1.00E-01 1.15E-01
8.02E+00 1.01E+00 317 1.44E-01 9.57E-02 1.11E-01
8.02E+00 1.04E+00 359 1.46E-01 1.02E-01 1.17E-01
8.02E+00 1.06E+00 337 1.43E-01 9.88E-02 1.04E-01
8.02E+00 1.09E+00 369 1.38E-01 9.97E-02 1.08E-01
8.02E+00 1.11E+00 324 1.37E-01 9.79E-02 1.06E-01
8.02E+00 1.14E+00 374 1.26E-01 8.96E-02 9.56E-02
8.02E+00 1.16E+00 331 1.29E-01 8.95E-02 9.93E-02
8.02E+00 1.19E+00 389 1.15E-01 8.05E-02 8.68E-02
8.02E+00 1.21E+00 364 1.12E-01 8.36E-02 8.88E-02
8.02E+00 1.23E+00 373 1.24E-01 7.70E-02 9.33E-02
8.02E+00 1.26E+00 402 1.06E-01 7.40E-02 8.42E-02
8.02E+00 1.28E+00 397 1.09E-01 7.65E-02 8.31E-02
8.02E+00 1.31E+00 403 9.79E-02 6.79E-02 6.75E-02
8.02E+00 1.33E+00 417 9.84E-02 7.42E-02 8.00E-02
8.02E+00 1.36E+00 418 9.29E-02 7.07E-02 6.80E-02
8.02E+00 1.38E+00 438 8.64E-02 6.97E-02 7.02E-02
8.02E+00 1.41E+00 445 8.93E-02 6.55E-02 5.81E-02
8.02E+00 1.43E+00 456 7.65E-02 5.95E-02 6.36E-02
8.02E+00 1.46E+00 453 7.60E-02 5.58E-02 5.75E-02
8.02E+00 1.48E+00 387 7.87E-02 5.45E-02 5.36E-02
8.02E+00 1.50E+00 475 6.81E-02 5.75E-02 5.06E-02
8.02E+00 1.53E+00 435 6.46E-02 5.38E-02 4.84E-02
8.02E+00 1.55E+00 462 5.86E-02 5.47E-02 5.08E-02
8.02E+00 1.58E+00 482 5.86E-02 5.08E-02 5.10E-02
8.02E+00 1.60E+00 520 5.72E-02 5.25E-02 4.96E-02
8.02E+00 1.63E+00 498 4.93E-02 5.28E-02 4.41E-02
8.02E+00 1.65E+00 519 5.11E-02 4.70E-02 4.28E-02
8.02E+00 1.67E+00 490 4.88E-02 4.55E-02 3.98E-02
8.02E+00 1.70E+00 538 4.94E-02 4.99E-02 4.28E-02
8.02E+00 1.72E+00 507 4.97E-02 4.65E-02 3.96E-02
8.02E+00 1.75E+00 563 4.57E-02 4.43E-02 3.73E-02
8.02E+00 1.77E+00 553 4.72E-02 4.16E-02 3.80E-02
8.02E+00 1.80E+00 576 5.02E-02 4.43E-02 3.73E-02
8.02E+00 1.82E+00 544 4.82E-02 4.40E-02 3.87E-02
8.02E+00 1.85E+00 558 4.82E-02 4.14E-02 3.74E-02
8.02E+00 1.87E+00 549 4.81E-02 4.39E-02 3.99E-02
8.02E+00 1.89E+00 585 4.64E-02 4.05E-02 3.91E-02
8.02E+00 1.92E+00 570 5.07E-02 4.22E-02 3.77E-02
8.02E+00 1.94E+00 599 5.30E-02 3.83E-02 4.13E-02
8.02E+00 1.97E+00 630 5.00E-02 4.01E-02 3.90E-02
8.02E+00 1.99E+00 574 4.99E-02 4.03E-02 4.14E-02
8.02E+00 2.02E+00 614 5.81E-02 4.14E-02 4.18E-02
8.02E+00 2.04E+00 626 5.86E-02 4.14E-02 4.07E-02
8.02E+00 2.07E+00 601 6.10E-02 4.24E-02 4.63E-02
8.02E+00 2.09E+00 631 6.17E-02 4.45E-02 4.47E-02
8.02E+00 2.12E+00 626 6.15E-02 4.16E-02 4.66E-02
8.02E+00 2.14E+00 656 6.38E-02 4.41E-02 4.62E-02
8.02E+00 2.16E+00 608 6.48E-02 4.42E-02 4.69E-02
8.02E+00 2.19E+00 604 6.64E-02 4.56E-02 5.22E-02
8.02E+00 2.21E+00 592 6.16E-02 4.32E-02 5.00E-02
8.02E+00 2.24E+00 598 6.58E-02 4.39E-02 4.89E-02
8.02E+00 2.26E+00 540 7.01E-02 4.87E-02 4.97E-02
8.02E+00 2.29E+00 576 7.28E-02 4.73E-02 5.09E-02
8.02E+00 2.31E+00 577 7.20E-02 4.71E-02 5.42E-02
8.02E+00 2.33E+00 566 7.21E-02 4.88E-02 5.29E-02
8.02E+00 2.36E+00 588 7.75E-02 4.84E-02 5.35E-02
8.02E+00 2.38E+00 585 7.67E-02 5.00E-02 5.81E-02
8.02E+00 2.41E+00 529 7.88E-02 4.87E-02 5.75E-02
8.02E+00 2.43E+00 541 7.80E-02 4.94E-02 6.02E-02
8.02E+00 2.46E+00 560 8.25E-02 4.96E-02 6.02E-02
8.02E+00 2.48E+00 508 8.72E-02 5.03E-02 5.95E-02
8.02E+00 2.51E+00 476 8.96E-02 5.64E-02 6.61E-02
8.02E+00 2.53E+00 506 8.11E-02 4.82E-02 6.10E-02
8.02E+00 2.55E+00 458 8.86E-02 5.46E-02 6.94E-02
8.02E+00 2.58E+00 484 8.75E-02 5.43E-02 6.15E-02
8.02E+00 2.60E+00 484 9.52E-02 5.52E-02 6.78E-02
8.02E+00 2.63E+00 443 9.64E-02 5.55E-02 7.39E-02
8.02E+00 2.65E+00 504 9.10E-02 5.53E-02 7.06E-02
8.02E+00 2.68E+00 474 9.34E-02 5.90E-02 6.76E-02
8.02E+00 2.70E+00 459 9.33E-02 5.70E-02 6.90E-02
8.02E+00 2.73E+00 487 9.81E-02 5.73E-02 7.28E-02
8.02E+00 2.75E+00 534 9.67E-02 5.70E-02 7.41E-02
8.02E+00 2.77E+00 490 9.97E-02 5.67E-02 7.00E-02
8.02E+00 2.80E+00 475 9.94E-02 5.39E-02 7.25E-02
8.02E+00 2.82E+00 466 1.08E-01 5.28E-02 7.36E-02
8.02E+00 2.85E+00 435 1.12E-01 5.18E-02 6.69E-02
8.02E+00 2.87E+00 523 1.14E-01 4.84E-02 7.51E-02
8.02E+00 2.90E+00 513 1.21E-01 4.18E-02 7.38E-02
8.02E+00 2.92E+00 519 1.15E-01 2.98E-02 6.76E-02
8.02E+00 2.95E+00 490 1.07E-01 1.94E-02 5.66E-02
8.02E+00 2.96E+00 251 6.51E-02 9.99E-03 3.05E-02


#x/H z/H N ux_rms/Uc uz_rms/Uc uy_rms/Uc
9.00E+00 1.83E-02 108 3.23E-02 1.54E-02 3.24E-02
9.00E+00 3.68E-02 235 6.22E-02 2.22E-02 7.83E-02
9.00E+00 6.07E-02 221 9.50E-02 3.93E-02 9.37E-02
9.00E+00 8.54E-02 186 9.54E-02 5.58E-02 9.75E-02
9.00E+00 1.10E-01 204 9.13E-02 5.33E-02 1.09E-01
9.00E+00 1.34E-01 182 1.14E-01 5.88E-02 9.74E-02
9.00E+00 1.59E-01 194 9.95E-02 6.59E-02 1.08E-01
9.00E+00 1.84E-01 191 9.80E-02 7.00E-02 1.01E-01
9.00E+00 2.08E-01 171 9.85E-02 7.10E-02 9.48E-02
9.00E+00 2.33E-01 177 1.20E-01 9.22E-02 1.04E-01
9.00E+00 2.56E-01 184 1.09E-01 9.62E-02 1.07E-01
9.00E+00 2.80E-01 162 1.01E-01 8.86E-02 1.15E-01
9.00E+00 3.06E-01 212 9.56E-02 8.83E-02 1.15E-01
9.00E+00 3.29E-01 205 1.24E-01 9.82E-02 9.68E-02
9.00E+00 3.55E-01 201 1.30E-01 1.01E-01 1.17E-01
9.00E+00 3.79E-01 206 1.22E-01 9.88E-02 1.07E-01
9.00E+00 4.03E-01 218 1.11E-01 1.03E-01 1.15E-01
9.00E+00 4.27E-01 219 1.14E-01 9.79E-02 1.13E-01
9.00E+00 4.52E-01 210 1.36E-01 1.05E-01 1.05E-01
9.00E+00 4.77E-01 219 1.40E-01 1.08E-01 1.27E-01
9.00E+00 5.03E-01 238 1.26E-01 1.16E-01 1.25E-01
9.00E+00 5.25E-01 237 1.39E-01 1.01E-01 1.23E-01
9.00E+00 5.51E-01 259 1.41E-01 1.10E-01 1.23E-01
9.00E+00 5.74E-01 245 1.34E-01 1.05E-01 1.27E-01
9.00E+00 5.98E-01 263 1.42E-01 9.70E-02 1.16E-01
9.00E+00 6.24E-01 251 1.34E-01 9.93E-02 1.12E-01
9.00E+00 6.48E-01 256 1.51E-01 1.10E-01 1.20E-01
9.00E+00 6.72E-01 271 1.64E-01 1.09E-01 1.22E-01
9.00E+00 6.97E-01 260 1.58E-01 1.14E-01 1.13E-01
9.00E+00 7.21E-01 257 1.52E-01 1.22E-01 1.19E-01
9.00E+00 7.46E-01 235 1.53E-01 1.08E-01 1.22E-01
9.00E+00 7.70E-01 269 1.58E-01 1.10E-01 1.25E-01
9.00E+00 7.95E-01 249 1.55E-01 1.08E-01 1.15E-01
9.00E+00 8.20E-01 278 1.54E-01 9.89E-02 1.15E-01
9.00E+00 8.44E-01 258 1.44E-01 1.01E-01 1.10E-01
9.00E+00 8.68E-01 284 1.50E-01 1.11E-01 1.11E-01
9.00E+00 8.93E-01 292 1.56E-01 9.78E-02 1.22E-01
9.00E+00 9.16E-01 275 1.45E-01 1.05E-01 1.23E-01
9.00E+00 9.41E-01 320 1.52E-01 1.09E-01 1.04E-01
9.00E+00 9.65E-01 304 1.38E-01 1.06E-01 1.12E-01
9.00E+00 9.91E-01 336 1.43E-01 9.49E-02 1.06E-01
9.00E+00 1.01E+00 302 1.30E-01 9.30E-02 1.01E-01
9.00E+00 1.04E+00 289 1.39E-01 9.71E-02 1.13E-01
9.00E+00 1.06E+00 333 1.42E-01 9.86E-02 1.04E-01
9.00E+00 1.09E+00 333 1.31E-01 8.87E-02 1.03E-01
9.00E+00 1.11E+00 313 1.30E-01 9.18E-02 1.01E-01
9.00E+00 1.14E+00 335 1.35E-01 8.38E-02 1.02E-01
9.00E+00 1.16E+00 325 1.28E-01 8.30E-02 8.98E-02
9.00E+00 1.19E+00 349 1.28E-01 9.24E-02 9.19E-02
9.00E+00 1.21E+00 330 1.10E-01 7.81E-02 7.72E-02
9.00E+00 1.23E+00 382 1.27E-01 8.36E-02 9.41E-02
9.00E+00 1.26E+00 345 1.13E-01 8.25E-02 8.06E-02
9.00E+00 1.28E+00 387 1.21E-01 7.46E-02 8.35E-02
9.00E+00 1.31E+00 317 1.04E-01 6.75E-02 7.17E-02
9.00E+00 1.33E+00 348 1.07E-01 7.43E-02 7.54E-02
9.00E+00 1.36E+00 327 1.12E-01 7.06E-02 6.88E-02
9.00E+00 1.38E+00 371 8.55E-02 6.95E-02 6.81E-02
9.00E+00 1.40E+00 358 8.71E-02 6.95E-02 6.98E-02
9.00E+00 1.43E+00 358 8.50E-02 6.96E-02 6.19E-02
9.00E+00 1.46E+00 287 7.52E-02 6.55E-02 6.62E-02
